X;Y
6,776042854873671;2,161304630719832
7,5376884422110555;8,778987597297073
17,66729987563734;6,899374569638392
17,04941289492438;7,418676151431526
6,589132394034758;2,9788549115050427
3,869346733668342;5,340193754642218
20,66774210554417;5,961042810681768
3,0150753768844223;4,167819749349157
2,0603015075376887;2,6342883493628566
10,714394826545451;-2,8199603873141923
11,77994182814344;2,393126681482107
14,995209094218524;6,799615087627689
6,687378068179702;-3,8427178981207533
15,894969101558488;5,3147023596025145
11,379858004823593;3,2347299740197277
6,856222692975477;-3,5407083506773867
6,195039706411665;2,584238992119991
12,743064283811975;7,7370327343991026
2,663316582914573;3,225505015985556
10,000304985617372;-2,8233160101962422
15,163536276120915;7,976238767259183
2,864321608040201;4,48486668158958
17,988340068314812;6,901148509100146
13,563098904722008;9,34897118454533
9,296482412060302;8,258013633904804
5,558894226983657;0,2946976939598418
17,389041126209886;8,621759981787054
8,488511756206142;3,0048131604002526
5,42713567839196;6,252631406391572
3,7688442211055277;5,390940786302147
7,383501681554824;3,909223748467959
17,64644465427879;4,148805943033404
5,778894472361809;6,210307030844539
19,212393125643224;4,774906172763179
15,733685680493654;9,196867181982928
18,316145725976384;4,657769923360455
3,1658291457286434;5,455873241377464
13,424577953259874;-0,45862431567727513
16,846652922013167;4,707052551759802
13,272572276334973;-0,5300590047276852
17,775605548548505;6,4870217450148715
2,562814070351759;3,2170327045238274
6,706619152303312;-3,0705225846875788
17,724396010748112;4,417911688476305
12,717782213404979;0,8979632834542428
6,683417085427136;6,7424895796986615
8,248710234561822;3,211922952945376
6,2681409976141795;-0,2974290390229433
8,468236884926455;3,527389768009739
18,28404354643845;4,386955959527642
17,962089708889778;7,293805908936408
7,456569651484402;4,269644568567015
17,871498190641642;6,844373666947833
16,44641374085327;5,368199903357492
13,4688016024883;8,25953300557017
17,252805647298413;8,317580765427921
15,898223615300537;4,885057353425292
2,9145728643216082;4,450833363584172
9,648241206030152;10,835250817504441
5,8291457286432165;6,867682959324557
13,10281783556703;2,4926965966443504
6,28140703517588;6,890999726370061
12,57441154442819;-2,1073864019988617
6,220508333529171;3,7955141274838198
9,466558779775431;-3,6970361732219197
12,107585140300504;6,71997960076458
1,4572864321608041;3,4009985333492034
14,670587895387019;7,117863840297817
12,187158007100015;2,953368944929035
17,237200169421154;8,150611691851555
11,799145425751231;-0,3136800510612918
6,027983677935978;0,3671952884370208
14,472685092914835;9,033311946606513
7,7774182482692975;-3,22101909935705
14,239896222728213;9,027193103642935
6,482084067446078;-1,6162112589582232
17,321247765091165;8,262515861229723
6,031411917285272;1,610373766153426
16,5090116195715;8,452879132148883
18,696433325015246;4,783108641655161
17,656983349851615;4,701206106780632
11,374414940645119;2,421331108002049
17,85551976614435;6,098089120232599
8,14070351758794;9,00990264859075
15,709303890221005;9,080841330598071
10,2885797536499;2,5005038293344364
14,268194783492222;8,54129712309085
5,9296482412060305;6,11705323934278
20,704734417967373;7,668894998624519
7,437185929648241;9,325458610025562
10,35960828996247;3,6891075276125487
10,433551914135391;2,8050689098434387
7,604707647739009;-3,0647440473174044
9,340835190777097;2,5461867381608303
8,99497487437186;9,163894412882629
4,92462311557789;5,220104819387597
11,854640739623727;1,9068061737909436
11,90437531409669;7,519048474571913
8,341708542713569;10,177457799408568
18,948750461017184;5,079605171894009
8,636424552816578;3,985667201233029
21,07287074653859;7,839972573139249
12,208925356616467;7,270762887327686
11,072916396832785;-2,4836870051848075
